id,rand,name,description,external_url,background_color,back,background,clothes,ears,ears back,face,forehead,glasses,eyes,hair_color,hair,hair back,hair middle,hands,mask,mouth,special1,special2,special3,water,water back,water top
925,0.415946757,KMCXRP#0925,,,FFFFFF,None,Purple,orange Jersey,light blue Karasu,light blue Karasu,1,None,yellow jimu,marron Drooping,40,marron Bob perm,marron Bob perm,marron Bob perm,1 Ring,None,Happy,None,None,None,Pink,Pink,Pink
926,0.4710116076,KMCXRP#0926,,,FFFFFF,None,Green,red Uniform 3,light blue Headphone1,light blue Headphone1,5,None,None,orange Keen,53,orange Long,orange Long,orange Long,5 Palm,purple Steampunk,Smile,Tear,None,None,Light Blue,Light Blue,Light Blue
927,0.3536253162,KMCXRP#0927,,,FFFFFF,None,Light Blue,purple Uniform 9,None,None,4,navy Gandamu,None,orange Soft,53,orange Bob perm,orange Bob perm,orange Bob perm,4 Index finger,pink Gas mask3,Candy,None,None,None,Yellow,Yellow,Yellow
928,0.2416516308,KMCXRP#0928,,,FFFFFF,blue green Planet,Blue,light blue Uniform 3,None,None,2,None,None,red Shaped,66,red Shaggy,red Shaggy,red Shaggy,2 Ring,None,Sleepy,None,None,None,Light Blue,Light Blue,Light Blue
929,0.7813540256,KMCXRP#0929,,,FFFFFF,None,Yellow2,red Shirt,None,None,2,red Gandamu,light blue Steampunk,black Rounded,1,black Princess,black Princess,black Princess,2 Ring,Green Gandamu,Smile,None,None,None,Pink,Pink,Pink
930,0.701919527,KMCXRP#0930,,,FFFFFF,None,Blue Green,yellow China,None,None,1,blue Jimu,None,yellow Tiyellow,79,yellow Shaggy,yellow Shaggy,yellow Shaggy,1 Grip,light blue Karasu,Candy,None,None,None,Navy,Navy,Navy
931,0.5951059208,KMCXRP#0931,,,FFFFFF,None,Blue Green,blue Uniform 8,pink Headphone2,pink Headphone2,4,None,blue Round glasses,gray Eyelashes,27,gray Short,gray Short,gray Short,4 Grip,blue Karasu,Happy,None,None,None,Light Blue,Light Blue,Light Blue
932,0.3055366009,KMCXRP#0932,,,FFFFFF,None,Blue Green,yellow Uniform 1,None,None,4,light blue Zaku,None,gray Shaped,27,gray Twin tail,gray Twin tail,gray Twin tail,4 Ring,yellow Normal,Surprised,None,red Hannya mask,None,Purple,Purple,Purple
933,0.8428714491,KMCXRP#0933,,,FFFFFF,None,Red,navy Uniform 2,green jimu,green jimu,1,yellow Steampunk,None,yellow Shaped,79,yellow Braid,yellow Braid,yellow Braid,1 Piece,None,Candy,None,None,None,Blue Green,Blue Green,Blue Green
934,0.1728892459,KMCXRP#0934,,,FFFFFF,None,Blue Green,blue Uniform 6,pink Zaku,pink Zaku,1,None,blue Gandamu,gray Wink,27,gray Bob perm,gray Bob perm,gray Bob perm,1 Index finger,orange Steampunk,Surprised,None,None,None,Orange,Orange,Orange
935,0.41518025,KMCXRP#0935,,,FFFFFF,None,Red,blue greenUniform 3,None,None,3,None,None,gray Drooping,27,gray Twin tail,gray Twin tail,gray Twin tail,3 Palm,None,Tongue,None,None,None,Red,Red,Red
936,0.6345587089,KMCXRP#0936,,,FFFFFF,None,Blue Green,orange Uniform 7,None,None,4,light blue Jimu,Green Eye pad,orange Cat,53,orange Twin tail,orange Twin tail,orange Twin tail,4 Ring,blue green Gandamu,UWU,None,None,None,Yellow,Yellow,Yellow
937,0.3391924754,KMCXRP#0937,,,FFFFFF,None,Pink,blue Uniform 1,purple Headphone1,purple Headphone1,1,navy Steampunk,purple Scouter,red Round,66,red Princess,red Princess,red Princess,1 Piece,None,Sleepy,None,None,None,Red,Red,Red
938,0.6310608857,KMCXRP#0938,,,FFFFFF,None,Purple,yellow Shirt,purple Karasu,purple Karasu,3,None,None,red Cat,66,red Princess,red Princess,red Princess,3 Piece,None,Happy,None,None,None,Red,Red,Red
939,0.9655767479,KMCXRP#0939,,,FFFFFF,None,Red,purple Uniform 1,light blue Steampunk,light blue Steampunk,3,None,None,brown Boy,14,brown Long permanent,brown Long permanent,brown Long permanent,3 Palm,None,Happy,None,None,None,Blue,Blue,Blue
940,0.2327231367,KMCXRP#0940,,,FFFFFF,None,Red,green Uniform 5,None,None,2,None,None,red Keen,66,red Twin tail,red Twin tail,red Twin tail,2 Ring,None,Neutral,None,None,None,Green,Green,Green
941,0.9154901276,KMCXRP#0941,,,FFFFFF,None,Purple,blue OL,None,None,5,None,pink AR Glasses,marron Rounded,40,marron Long permanent,marron Long permanent,marron Long permanent,5 Piece,yellow Karasu,Serious,None,None,None,Green,Green,Green
942,0.1755884965,KMCXRP#0942,,,FFFFFF,None,Yellow,blue greenKimono,None,None,1,None,None,black Quiet,1,black Bob,black Bob,black Bob,1 Palm,None,Candy,None,None,Sun blue green,Light Blue,Light Blue,Light Blue
943,0.8332330151,KMCXRP#0943,,,FFFFFF,None,Purple,blue OL,yellow Headphone2,yellow Headphone2,2,None,None,gray Quiet,27,gray Long permanent,gray Long permanent,gray Long permanent,2 Index finger,light blue Gas mask1,Neutral,None,None,None,Yellow,Yellow,Yellow
944,0.3641106142,KMCXRP#0944,,,FFFFFF,pink Flower,Blue,blue greenHooded sweatshirt,None,None,4,None,light blue Round glasses,brown Drooping,14,brown Long permanent,brown Long permanent,brown Long permanent,4 Index finger,None,Tongue,None,None,None,Red,Red,Red
945,0.230480781,KMCXRP#0945,,,FFFFFF,None,Yellow,pink OL,red jimu,red jimu,4,None,navy Round glasses,gray Soft,27,gray Short,gray Short,gray Short,4 Palm,pink jimu,Sleepy,None,None,None,Orange,Orange,Orange
946,0.7701671685,KMCXRP#0946,,,FFFFFF,green Flower,Pink,green Uniform 5,None,None,5,yellow Gandamu,Green Scouter,gray Keen,27,gray Long,gray Long,gray Long,5 Palm,None,Sleepy,None,None,None,Navy,Navy,Navy
947,0.6129362529,KMCXRP#0947,,,FFFFFF,orange Planet,Orange,blue Uniform 5,navy Steampunk,navy Steampunk,2,purple Gandamu,None,brown Quiet,14,brown Bob perm,brown Bob perm,brown Bob perm,2 Grip,None,UWU,None,None,None,Orange,Orange,Orange
948,0.8271735777,KMCXRP#0948,,,FFFFFF,None,Red,navy Uniform 6,navy Gandamu,navy Gandamu,4,None,None,marron Keen,40,marron Shaggy,marron Shaggy,marron Shaggy,4 Piece,pink Gandamu,Happy,None,None,Sun purple,Light Blue,Light Blue,Light Blue
949,0.6429643179,KMCXRP#0949,,,FFFFFF,light blue Angel Wings,Yellow,pink China,None,None,3,None,light blue Zaku,gray Quiet,27,gray Dango,gray Dango,gray Dango,3 Palm,None,Smile,None,None,None,Light Blue,Light Blue,Light Blue
950,0.06005041766,KMCXRP#0950,,,FFFFFF,None,Yellow,orange Uniform 8,None,None,3,pink Steampunk,None,red Drooping,66,red Bob perm,red Bob perm,red Bob perm,3 Index finger,navy Normal,Smile,None,None,None,Purple,Purple,Purple
951,0.9460519556,KMCXRP#0951,,,FFFFFF,orange mechanical feather,Yellow2,red Uniform 2,yellow Gandamu,yellow Gandamu,2,None,Green Steampunk,orange Keen,53,orange Bob perm,orange Bob perm,orange Bob perm,2 Grip,None,Happy,None,None,None,Blue Green,Blue Green,Blue Green
952,0.3543383298,KMCXRP#0952,,,FFFFFF,None,Yellow,navy Kimono,pink Headphone2,pink Headphone2,4,None,None,orange Wink,53,orange Long,orange Long,orange Long,4 Ring,Green Normal,Smile,None,None,None,Light Blue,Light Blue,Light Blue
953,0.8391992919,KMCXRP#0953,,,FFFFFF,None,Yellow2,blue Uniform 1,orange Headphone1,orange Headphone1,2,None,navy Gandamu,yellow Wink,79,yellow Bob perm,yellow Bob perm,yellow Bob perm,2 Index finger,None,UWU,None,None,None,Pink,Pink,Pink
954,0.5143401186,KMCXRP#0954,,,FFFFFF,red Octopus,Yellow,orange Uniform 6,blue green Gandamu,blue green Gandamu,1,green Gandamu,Green Zaku,orange Shaped,53,orange Long,orange Long,orange Long,1 Palm,None,Surprised,Tattoo,blue green Kitsune masuk,None,Red,Red,Red
955,0.4106254313,KMCXRP#0955,,,FFFFFF,None,Light Blue,orange Sukajan,None,None,3,None,pink Eye pad,red Serious,66,red Long permanent,red Long permanent,red Long permanent,3 Ring,None,Sleepy,None,None,None,Blue,Blue,Blue
956,0.9199028198,KMCXRP#0956,,,FFFFFF,None,Purple,pink Tank top,blue green Zaku,blue green Zaku,1,None,purple Scouter,yellow Boy,79,yellow Short,yellow Short,yellow Short,1 Ring,red Gas mask1,Neutral,None,None,None,Pink,Pink,Pink
957,0.06813583596,KMCXRP#0957,,,FFFFFF,None,Pink,light blue Uniform 2,blue Headphone1,blue Headphone1,3,green Zaku,navy Karasu,yellow Eyelashes,79,yellow Bob perm,yellow Bob perm,yellow Bob perm,3 Piece,navy Steampunk,UWU,Tear,None,Sun navy,Red,Red,Red
958,0.5090580099,KMCXRP#0958,,,FFFFFF,None,Pink,purple Uniform 9,None,None,2,blue Jimu,orange Eye pad,yellow Cat,79,yellow Long permanent,yellow Long permanent,yellow Long permanent,2 Palm,orange Gas mask2,Sleepy,None,blue green Beam,None,Purple,Purple,Purple
959,0.5944294466,KMCXRP#0959,,,FFFFFF,None,Green,blue greenKimono,purple Gandamu,purple Gandamu,5,None,None,brown Drooping,14,brown Shaggy,brown Shaggy,brown Shaggy,5 Grip,navy Gas mask2,Serious,None,None,None,Blue,Blue,Blue
960,0.5995713165,KMCXRP#0960,,,FFFFFF,None,Blue Green,light blue Shirt,orange Steampunk,orange Steampunk,1,None,yellow Round glasses,yellow Shaped,79,yellow Braid,yellow Braid,yellow Braid,1 Index finger,Green Gas mask3,Neutral,None,None,None,Orange,Orange,Orange
961,0.4884428693,KMCXRP#0961,,,FFFFFF,None,Yellow2,green Tank top,None,None,2,yellow Gandamu,None,black Boy,1,black Long permanent,black Long permanent,black Long permanent,2 Grip,pink Normal,Sleepy,None,None,None,Purple,Purple,Purple
962,0.3424842581,KMCXRP#0962,,,FFFFFF,yellow Controller,Pink,orange Overall,purple Zaku,purple Zaku,4,None,purple Round glasses,yellow Serious,79,yellow Twin tail,yellow Twin tail,yellow Twin tail,4 Piece,None,Serious,None,None,None,Pink,Pink,Pink
963,0.6600705931,KMCXRP#0963,,,FFFFFF,yellow Gun,Red,orange Uniform 2,light blue Gandamu,light blue Gandamu,5,None,pink AR Glasses,black Soft,1,black Bob,black Bob,black Bob,5 Grip,None,Smile,None,None,None,Blue,Blue,Blue
964,0.7665680798,KMCXRP#0964,,,FFFFFF,light blue Angel Wings,Orange,blue Uniform 4,None,None,3,light blue Gandamu,purple Cyber,brown Round,14,brown Long,brown Long,brown Long,3 Piece,None,Serious,None,None,None,Red,Red,Red
965,0.4994309005,KMCXRP#0965,,,FFFFFF,None,Yellow2,pink Hooded sweatshirt,yellow Headphone2,yellow Headphone2,4,None,None,black Keen,1,black Shaggy,black Shaggy,black Shaggy,4 Index finger,purple Karasu,Surprised,None,None,None,Yellow,Yellow,Yellow
966,0.3314757054,KMCXRP#0966,,,FFFFFF,None,Orange,navy Hooded sweatshirt,orange Karasu,orange Karasu,1,orange Gandamu,None,red Rounded,66,red Bob,red Bob,red Bob,1 Ring,None,Smile,None,None,None,Blue,Blue,Blue
967,0.7200561899,KMCXRP#0967,,,FFFFFF,red Fish,Light Blue,red Uniform 5,light blue Headphone1,light blue Headphone1,2,yellow Zaku,None,gray Keen,27,gray Braid,gray Braid,gray Braid,2 Piece,None,Sleepy,Tattoo,None,None,Purple,Purple,Purple
968,0.832124929,KMCXRP#0968,,,FFFFFF,light blue Lightsaber,Red,navy Uniform 1,red Headphone1,red Headphone1,3,None,blue green jimu,red Cat,66,red Short,red Short,red Short,3 Palm,None,Surprised,None,None,None,Yellow,Yellow,Yellow
969,0.8273846765,KMCXRP#0969,,,FFFFFF,blue green Angel Wings,Orange,navy Uniform 6,navy Gandamu,navy Gandamu,2,navy Zaku,None,black Round,1,black Dango,black Dango,black Dango,2 Palm,blue Gas mask1,Candy,None,None,None,Blue Green,Blue Green,Blue Green
970,0.07595181114,KMCXRP#0970,,,FFFFFF,None,Purple,light blue OL,red Karasu,red Karasu,4,None,None,orange Serious,53,orange Short,orange Short,orange Short,4 Palm,None,Smile,None,red Beam,None,Pink,Pink,Pink
971,0.3797620184,KMCXRP#0971,,,FFFFFF,None,Light Blue,pink Uniform 5,None,None,2,None,Green Round glasses,orange Keen,53,orange Shaggy,orange Shaggy,orange Shaggy,2 Grip,blue Karasu,UWU,Tear,None,None,Orange,Orange,Orange
972,0.4422376518,KMCXRP#0972,,,FFFFFF,None,Blue,navy Kimono,None,None,4,light blue Jimu,None,orange Soft,53,orange Twin tail,orange Twin tail,orange Twin tail,4 Grip,None,Surprised,None,None,None,Navy,Navy,Navy
973,0.5694852945,KMCXRP#0973,,,FFFFFF,None,Yellow2,light blue Uniform 8,light blue Karasu,light blue Karasu,2,purple Gandamu,None,black Rounded,1,black Bob,black Bob,black Bob,2 Index finger,orange Gas mask3,Sleepy,None,None,None,Blue,Blue,Blue
974,0.6984641368,KMCXRP#0974,,,FFFFFF,blue green Lightsaber,Pink,green Tank top,None,None,5,None,None,brown Cat,14,brown Braid,brown Braid,brown Braid,5 Palm,None,Smile,None,None,None,Purple,Purple,Purple
975,0.8775309792,KMCXRP#0975,,,FFFFFF,None,Orange,green Shirt,orange jimu,orange jimu,1,light blue Zaku,None,orange Shaped,53,orange Bob,orange Bob,orange Bob,1 Index finger,red Normal,Happy,None,None,None,Purple,Purple,Purple
976,0.02793943038,KMCXRP#0976,,,FFFFFF,None,Green,orange Uniform 9,None,None,2,None,None,orange Keen,53,orange Twin tail,orange Twin tail,orange Twin tail,2 Palm,blue green Gas mask2,Serious,None,None,None,Blue Green,Blue Green,Blue Green
977,0.359414311,KMCXRP#0977,,,FFFFFF,None,Orange,blue Uniform 5,green jimu,green jimu,5,yellow Jimu,blue jimu,black Tiblack,1,black Twin tail,black Twin tail,black Twin tail,5 Piece,None,Tongue,None,None,None,Blue Green,Blue Green,Blue Green
978,0.3667410748,KMCXRP#0978,,,FFFFFF,None,Pink,red Uniform 3,None,None,3,light blue Steampunk,purple Round glasses,marron Wink,40,marron Long,marron Long,marron Long,3 Grip,None,UWU,None,None,None,Blue Green,Blue Green,Blue Green
979,0.3536711958,KMCXRP#0979,,,FFFFFF,None,Purple,navy Uniform 8,None,None,3,None,None,orange Wink,53,orange Long,orange Long,orange Long,3 Palm,None,Surprised,None,None,None,Orange,Orange,Orange
980,0.8729393436,KMCXRP#0980,,,FFFFFF,None,Blue Green,light blue Tank top,green Steampunk,green Steampunk,3,None,None,marron Serious,40,marron Dango,marron Dango,marron Dango,3 Index finger,pink Karasu,Candy,None,None,Sun blue,Orange,Orange,Orange
981,0.3118970924,KMCXRP#0981,,,FFFFFF,blue Gun,Purple,green OL,blue Karasu,blue Karasu,4,None,None,orange Wink,53,orange Long permanent,orange Long permanent,orange Long permanent,4 Ring,purple Karasu,Sleepy,None,None,None,Navy,Navy,Navy
982,0.6893259841,KMCXRP#0982,,,FFFFFF,None,Green,light blue Uniform 4,None,None,5,None,None,gray Shaped,27,gray Long permanent,gray Long permanent,gray Long permanent,5 Piece,None,Smile,None,None,None,Yellow,Yellow,Yellow
983,0.9139117322,KMCXRP#0983,,,FFFFFF,None,Blue Green,yellow Uniform 6,blue Zaku,blue Zaku,5,red Gandamu,None,red Tired,66,red Twin tail,red Twin tail,red Twin tail,5 Grip,None,Neutral,None,None,None,Purple,Purple,Purple
984,0.4103270204,KMCXRP#0984,,,FFFFFF,None,Green,yellow Tank top,pink Headphone1,pink Headphone1,3,orange Zaku,None,black Tiblack,1,black Long permanent,black Long permanent,black Long permanent,3 Ring,orange Steampunk,Sleepy,None,None,None,Navy,Navy,Navy
985,0.4278566107,KMCXRP#0985,,,FFFFFF,None,Orange,yellow OL,None,None,3,green Gandamu,None,orange Soft,53,orange Twin tail,orange Twin tail,orange Twin tail,3 Index finger,yellow Normal,Candy,None,None,None,Light Blue,Light Blue,Light Blue
986,0.6379041489,KMCXRP#0986,,,FFFFFF,None,Purple,purple Hooded sweatshirt,orange Karasu,orange Karasu,2,green Steampunk,None,yellow Serious,79,yellow Dango,yellow Dango,yellow Dango,2 Piece,yellow Steampunk,Smile,None,None,None,Light Blue,Light Blue,Light Blue
987,0.3179124485,KMCXRP#0987,,,FFFFFF,green Fish,Blue Green,blue greenUniform 3,navy Zaku,navy Zaku,2,None,None,black Tiblack,1,black Bob,black Bob,black Bob,2 Ring,blue Gandamu,Serious,None,None,None,Navy,Navy,Navy
988,0.2891450773,KMCXRP#0988,,,FFFFFF,None,Light Blue,navy Uniform 9,None,None,3,None,None,yellow Drooping,79,yellow Short,yellow Short,yellow Short,3 Grip,light blue Gas mask1,Surprised,Tear,None,None,Blue,Blue,Blue
989,0.6975128909,KMCXRP#0989,,,FFFFFF,None,Pink,blue greenT-shirt,None,None,1,None,None,orange Drooping,53,orange Bob,orange Bob,orange Bob,1 Piece,None,Sleepy,None,None,None,Pink,Pink,Pink
990,0.4946396228,KMCXRP#0990,,,FFFFFF,None,Orange,light blue Uniform 5,pink Steampunk,pink Steampunk,4,light blue Jimu,None,red Serious,66,red Bob,red Bob,red Bob,4 Index finger,None,Neutral,None,None,None,Light Blue,Light Blue,Light Blue
991,0.319714396,KMCXRP#0991,,,FFFFFF,pink Controller,Yellow2,purple Sukajan,yellow Zaku,yellow Zaku,4,None,Green Steampunk,yellow Shaped,79,yellow Bob perm,yellow Bob perm,yellow Bob perm,4 Grip,Green Gandamu,Neutral,Tear,None,Sun yellow,Blue,Blue,Blue
992,0.8619829946,KMCXRP#0992,,,FFFFFF,None,Light Blue,yellow Uniform 4,None,None,3,pink Steampunk,red Scouter,orange Round,53,orange Bob perm,orange Bob perm,orange Bob perm,3 Grip,None,Neutral,Tear,None,Sun lite blue,Red,Red,Red
993,0.2256771273,KMCXRP#0993,,,FFFFFF,blue Angel Wings,Blue Green,blue greenUniform 6,purple Headphone2,purple Headphone2,4,None,blue green Karasu,marron Rounded,40,marron Bob,marron Bob,marron Bob,4 Piece,None,Serious,None,None,None,Pink,Pink,Pink
994,0.9488204472,KMCXRP#0994,,,FFFFFF,None,Light Blue,yellow Uniform 2,yellow Karasu,yellow Karasu,3,None,None,brown Wink,14,brown Braid,brown Braid,brown Braid,3 Ring,None,Smile,None,None,None,Blue Green,Blue Green,Blue Green
995,0.9145554928,KMCXRP#0995,,,FFFFFF,None,Blue,pink Kimono,None,None,2,None,None,red Keen,66,red Braid,red Braid,red Braid,2 Grip,None,Sleepy,None,None,None,Purple,Purple,Purple
996,0.1363476909,KMCXRP#0996,,,FFFFFF,None,Yellow,navy Uniform 7,None,None,2,None,None,gray Round,27,gray Bob perm,gray Bob perm,gray Bob perm,2 Piece,None,UWU,None,None,None,Pink,Pink,Pink
997,0.3216542316,KMCXRP#0997,,,FFFFFF,purple Fish,Yellow2,yellow Uniform 2,None,None,2,None,None,marron Cat,40,marron Short,marron Short,marron Short,2 Piece,blue jimu,Neutral,None,None,None,Light Blue,Light Blue,Light Blue
998,0.8743365737,KMCXRP#0998,,,FFFFFF,None,Light Blue,blue greenUniform 1,None,None,3,None,yellow jimu,orange Tiorange,53,orange Long permanent,orange Long permanent,orange Long permanent,3 Grip,None,Surprised,None,None,None,Pink,Pink,Pink
999,0.005265800268,KMCXRP#0999,,,FFFFFF,purple devil's feather,Purple,light blue Uniform 1,None,None,4,None,light blue Steampunk,orange Round,53,orange Long,orange Long,orange Long,4 Grip,None,Neutral,None,None,None,Red,Red,Red
1000,0.9054172482,KMCXRP#1000,,,FFFFFF,pink Gun,Blue,navy Shirt,None,None,4,light blue Jimu,orange Gandamu,orange Shaped,53,orange Twin tail,orange Twin tail,orange Twin tail,4 Palm,None,Neutral,None,None,None,Green,Green,Green
1001,0.6455807836,KMCXRP#1001,,,FFFFFF,None,Yellow2,purple Uniform 5,orange jimu,orange jimu,4,None,purple Eye pad,marron Serious,40,marron Shaggy,marron Shaggy,marron Shaggy,4 Piece,navy Karasu,Tongue,None,None,None,Purple,Purple,Purple
1002,0.5079920869,KMCXRP#1002,,,FFFFFF,None,Blue,purple Uniform 2,None,None,5,None,None,orange Shaped,53,orange Shaggy,orange Shaggy,orange Shaggy,5 Ring,None,Candy,Tattoo,None,None,Orange,Orange,Orange
1003,0.2914953062,KMCXRP#1003,,,FFFFFF,None,Purple,orange Uniform 4,red Karasu,red Karasu,1,pink Gandamu,Green Zaku,orange Wink,53,orange Bob perm,orange Bob perm,orange Bob perm,1 Ring,red Gas mask2,Serious,Tear,None,None,Pink,Pink,Pink
1004,0.7278862681,KMCXRP#1004,,,FFFFFF,None,Red,orange Uniform 2,None,None,2,None,None,orange Soft,53,orange Dango,orange Dango,orange Dango,2 Index finger,blue green Karasu,Happy,None,None,None,Pink,Pink,Pink
1005,0.1836900727,KMCXRP#1005,,,FFFFFF,None,Blue,yellow Tank top,pink Headphone1,pink Headphone1,3,None,None,gray Boy,27,gray Long,gray Long,gray Long,3 Grip,yellow Karasu,Smile,None,None,None,Pink,Pink,Pink
1006,0.718378995,KMCXRP#1006,,,FFFFFF,None,Yellow2,green Uniform 8,blue green Gandamu,blue green Gandamu,5,None,None,orange Shaped,53,orange Bob perm,orange Bob perm,orange Bob perm,5 Index finger,None,Sleepy,None,None,None,Red,Red,Red
1007,0.5063168334,KMCXRP#1007,,,FFFFFF,None,Light Blue,light blue T-shirt,blue Headphone2,blue Headphone2,3,orange Gandamu,blue Steampunk,black Cat,1,black Bob perm,black Bob perm,black Bob perm,3 Index finger,None,UWU,Tattoo,None,None,Pink,Pink,Pink
1008,0.6619625179,KMCXRP#1008,,,FFFFFF,None,Light Blue,yellow Uniform 10,None,None,3,purple Gandamu,None,brown Cat,14,brown Bob,brown Bob,brown Bob,3 Ring,None,Candy,None,None,None,Pink,Pink,Pink
1009,0.03690977662,KMCXRP#1009,,,FFFFFF,None,Blue Green,pink Uniform 4,None,None,2,orange Steampunk,red Zaku,yellow Rounded,79,yellow Long,yellow Long,yellow Long,2 Grip,None,Smile,None,None,None,Red,Red,Red
1010,0.8060175697,KMCXRP#1010,,,FFFFFF,None,Orange,yellow Kimono,None,None,3,blue Gandamu,None,black Drooping,1,black Long permanent,black Long permanent,black Long permanent,3 Ring,None,Tired,None,None,None,Yellow,Yellow,Yellow
1011,0.4772850681,KMCXRP#1011,,,FFFFFF,None,Light Blue,blue Uniform 9,yellow Headphone2,yellow Headphone2,4,blue Jimu,pink Gandamu,black Cat,1,black Twin tail,black Twin tail,black Twin tail,4 Piece,blue Karasu,Sleepy,Tear,None,None,Yellow,Yellow,Yellow
1012,0.1751762954,KMCXRP#1012,,,FFFFFF,green mechanical feather,Yellow2,blue greenUniform 8,blue Headphone2,blue Headphone2,3,purple Jimu,None,gray Drooping,27,gray Bob,gray Bob,gray Bob,3 Piece,None,Surprised,None,None,None,Red,Red,Red
1013,0.7503616457,KMCXRP#1013,,,FFFFFF,None,Yellow,orange Uniform 10,red Zaku,red Zaku,3,None,red Steampunk,black Serious,1,black Long,black Long,black Long,3 Ring,None,Tired,None,None,None,Yellow,Yellow,Yellow
1014,0.8076935357,KMCXRP#1014,,,FFFFFF,None,Blue,purple Uniform 6,None,None,2,None,None,yellow Quiet,79,yellow Short,yellow Short,yellow Short,2 Index finger,blue Normal,Neutral,None,None,None,Yellow,Yellow,Yellow
1015,0.8728220969,KMCXRP#1015,,,FFFFFF,green Octopus,Pink,orange China,purple Zaku,purple Zaku,5,None,orange Round glasses,gray Keen,27,gray Shaggy,gray Shaggy,gray Shaggy,5 Piece,blue Gas mask2,Candy,None,yellow Beam,None,Purple,Purple,Purple
1016,0.4495155372,KMCXRP#1016,,,FFFFFF,None,Blue Green,navy Tank top,None,None,5,None,navy Gandamu,red Shaped,66,red Dango,red Dango,red Dango,5 Grip,None,Surprised,None,None,None,Green,Green,Green
1017,0.1857470709,KMCXRP#1017,,,FFFFFF,navy Fish,Yellow2,purple China,None,None,2,None,None,red Serious,66,red Long,red Long,red Long,2 Palm,Green Steampunk,Surprised,Tear,None,Sun blue,Orange,Orange,Orange
1018,0.5913999816,KMCXRP#1018,,,FFFFFF,None,Light Blue,red Uniform 6,None,None,5,None,light blue Round glasses,brown Rounded,14,brown Long,brown Long,brown Long,5 Index finger,None,Neutral,None,None,None,Red,Red,Red
1019,0.9098390351,KMCXRP#1019,,,FFFFFF,None,Blue Green,blue greenUniform 8,None,None,5,None,navy Eye pad,red Boy,66,red Princess,red Princess,red Princess,5 Grip,purple Zaku,Surprised,None,None,None,Yellow,Yellow,Yellow
1020,0.3805009051,KMCXRP#1020,,,FFFFFF,None,Blue Green,blue greenUniform 4,None,None,3,light blue Steampunk,orange Zaku,orange Round,53,orange Twin tail,orange Twin tail,orange Twin tail,3 Ring,None,UWU,None,None,None,Purple,Purple,Purple
1021,0.7442660994,KMCXRP#1021,,,FFFFFF,None,Light Blue,light blue Uniform 8,None,None,5,pink Steampunk,orange Karasu,brown Round,14,brown Braid,brown Braid,brown Braid,5 Ring,None,Sleepy,None,None,None,Green,Green,Green
1022,0.123017873,KMCXRP#1022,,,FFFFFF,None,Green,blue greenJersey,None,None,1,green Gandamu,None,marron Eyelashes,40,marron Short,marron Short,marron Short,1 Index finger,None,Candy,None,None,None,Purple,Purple,Purple
1023,0.7447921984,KMCXRP#1023,,,FFFFFF,purple mechanical feather,Blue,green Shirt,purple Karasu,purple Karasu,3,blue green Zaku,None,red Quiet,66,red Dango,red Dango,red Dango,3 Piece,None,Tongue,None,None,None,Purple,Purple,Purple
1024,0.9291672986,KMCXRP#1024,,,FFFFFF,blue green Fish,Purple,green Tank top,yellow Zaku,yellow Zaku,5,navy Jimu,None,red Drooping,66,red Bob,red Bob,red Bob,5 Grip,purple Gas mask2,Neutral,None,None,Sun lite blue,Green,Green,Green
1025,0.08463168563,KMCXRP#1025,,,FFFFFF,None,Pink,pink Kimono,None,None,4,None,None,red Drooping,66,red Shaggy,red Shaggy,red Shaggy,4 Piece,None,Serious,None,None,None,Green,Green,Green
1026,0.1618457865,KMCXRP#1026,,,FFFFFF,None,Orange,blue Uniform 9,None,None,1,purple Steampunk,None,yellow Wink,79,yellow Twin tail,yellow Twin tail,yellow Twin tail,1 Index finger,None,Surprised,None,None,None,Blue Green,Blue Green,Blue Green
1027,0.74791109,KMCXRP#1027,,,FFFFFF,navy devil's feather,Light Blue,light blue Uniform 1,red Steampunk,red Steampunk,4,None,None,orange Rounded,53,orange Bob perm,orange Bob perm,orange Bob perm,4 Palm,None,Serious,Tear,None,Sun pink,Red,Red,Red
1028,0.1275191686,KMCXRP#1028,,,FFFFFF,None,Pink,red Uniform 9,None,None,1,navy Jimu,None,red Drooping,66,red Twin tail,red Twin tail,red Twin tail,1 Index finger,None,Happy,None,None,None,Blue,Blue,Blue
1029,0.3489051107,KMCXRP#1029,,,FFFFFF,None,Red,pink China,light blue Headphone2,light blue Headphone2,2,None,None,marron Shaped,40,marron Long,marron Long,marron Long,2 Ring,None,Neutral,None,None,None,Blue Green,Blue Green,Blue Green
1030,0.2993159783,KMCXRP#1030,,,FFFFFF,blue Planet,Yellow2,pink Jersey,pink Headphone1,pink Headphone1,1,None,None,gray Cat,27,gray Long,gray Long,gray Long,1 Index finger,None,Serious,None,None,None,Orange,Orange,Orange
1031,0.3691252782,KMCXRP#1031,,,FFFFFF,orange Gun,Blue,navy T-shirt,None,None,2,None,orange jimu,red Wink,66,red Bob perm,red Bob perm,red Bob perm,2 Palm,Green Gandamu,Serious,None,None,None,Yellow,Yellow,Yellow
1032,0.9608787539,KMCXRP#1032,,,FFFFFF,red Angel Wings,Green,pink Uniform 4,pink Zaku,pink Zaku,5,None,None,red Keen,66,red Princess,red Princess,red Princess,5 Piece,None,Neutral,None,light blue Hannya mask,None,Red,Red,Red
