id,rand,name,description,external_url,background_color,back,background,clothes,ears,ears back,face,forehead,glasses,eyes,hair_color,hair,hair back,hair middle,hands,mask,mouth,special1,special2,special3,water,water back,water top
5254,0.954718287,KMCXRP#5254,,,FFFFFF,None,Light Blue,yellow Uniform 6,None,None,3,blue Jimu,None,brown Serious,14,brown Bob perm,brown Bob perm,brown Bob perm,3 Palm,yellow Normal,Tongue,None,None,None,Blue Green,Blue Green,Blue Green
5255,0.80529621,KMCXRP#5255,,,FFFFFF,None,Pink,orange Uniform 4,blue green jimu,blue green jimu,3,red Zaku,None,gray Keen,27,gray Long,gray Long,gray Long,3 Palm,None,Smile,None,None,None,Red,Red,Red
5256,0.139393663,KMCXRP#5256,,,FFFFFF,yellow Flower,Pink,purple Uniform 2,red Zaku,red Zaku,5,yellow Zaku,None,marron Rounded,40,marron Long,marron Long,marron Long,5 Palm,blue green Gas mask2,Surprised,Tear,purple Nou mask,None,Purple,Purple,Purple
5257,0.526422471,KMCXRP#5257,,,FFFFFF,None,Red,navy Uniform 7,blue green jimu,blue green jimu,3,yellow Zaku,None,black Rounded,1,black Bob,black Bob,black Bob,3 Ring,Cat,Smile,None,None,None,Purple,Purple,Purple
5258,0.695436457,KMCXRP#5258,,,FFFFFF,None,Green,orange Jersey,navy Headphone1,navy Headphone1,5,None,None,gray Tigray,27,gray Princess,gray Princess,gray Princess,5 Piece,None,Surprised,Tear,yellow Signal,None,Blue Green,Blue Green,Blue Green
5259,0.73377425,KMCXRP#5259,,,FFFFFF,yellow Gun,Light Blue,yellow Shirt,red Headphone2,red Headphone2,4,pink Jimu,None,gray Shaped,27,gray Princess,gray Princess,gray Princess,4 Ring,navy Gandamu,Tired,None,None,None,Pink,Pink,Pink
5260,0.878264051,KMCXRP#5260,,,FFFFFF,None,Blue Green,light blue Uniform 10,red Gandamu,red Gandamu,2,None,None,marron Rounded,40,marron Long permanent,marron Long permanent,marron Long permanent,2 Ring,None,Serious,None,None,None,Green,Green,Green
5261,0.774510752,KMCXRP#5261,,,FFFFFF,None,Red,red Uniform 5,None,None,1,None,yellow jimu,brown Rounded,14,brown Long,brown Long,brown Long,1 Palm,None,Sleepy,None,None,None,Blue,Blue,Blue
5262,0.43129997,KMCXRP#5262,,,FFFFFF,None,Blue,light blue Shirt,blue green Zaku,blue green Zaku,2,None,blue AR Glasses,marron Round,40,marron Princess,marron Princess,marron Princess,2 Grip,None,Candy,None,yellow Beam,None,Pink,Pink,Pink
5263,0.225068803,KMCXRP#5263,,,FFFFFF,green Angel Wings,Yellow2,red Overall,yellow Gandamu,yellow Gandamu,1,blue Steampunk,None,yellow Wink,79,yellow Twin tail,yellow Twin tail,yellow Twin tail,1 Palm,orange Gandamu,Serious,None,None,None,Navy,Navy,Navy
5264,0.298948198,KMCXRP#5264,,,FFFFFF,None,Red,blue Uniform 3,pink jimu,pink jimu,5,None,None,orange Wink,53,orange Twin tail,orange Twin tail,orange Twin tail,5 Palm,None,UWU,None,None,None,Purple,Purple,Purple
5265,0.707478968,KMCXRP#5265,,,FFFFFF,None,Red,yellow Uniform 10,None,None,3,None,red Zaku,orange Keen,53,orange Short,orange Short,orange Short,3 Ring,red Normal,Tired,None,None,None,Green,Green,Green
5266,0.833645585,KMCXRP#5266,,,FFFFFF,None,Pink,orange Uniform 2,blue green jimu,blue green jimu,4,None,None,marron Quiet,40,marron Shaggy,marron Shaggy,marron Shaggy,4 Index finger,None,Surprised,None,purple Signal,None,Light Blue,Light Blue,Light Blue
5267,0.768719009,KMCXRP#5267,,,FFFFFF,orange Planet,Red,light blue Uniform 6,None,None,5,None,blue green Karasu,yellow Soft,79,yellow Dango,yellow Dango,yellow Dango,5 Palm,red Zaku,Smile,None,None,None,Navy,Navy,Navy
5268,0.091363434,KMCXRP#5268,,,FFFFFF,purple devil's feather,Green,yellow T-shirt,green Karasu,green Karasu,2,blue green Zaku,None,gray Keen,27,gray Shaggy,gray Shaggy,gray Shaggy,2 Ring,None,Sleepy,None,None,None,Blue,Blue,Blue
5269,0.319492675,KMCXRP#5269,,,FFFFFF,blue Flower,Pink,blue greenUniform 3,light blue jimu,light blue jimu,5,None,None,yellow Rounded,79,yellow Bob perm,yellow Bob perm,yellow Bob perm,5 Ring,light blue Steampunk,Surprised,None,None,Sun red,Navy,Navy,Navy
5270,0.588831428,KMCXRP#5270,,,FFFFFF,None,Orange,blue Uniform 7,light blue Steampunk,light blue Steampunk,4,None,None,gray Tigray,27,gray Bob,gray Bob,gray Bob,4 Ring,None,Surprised,None,None,None,Blue Green,Blue Green,Blue Green
5271,0.907877598,KMCXRP#5271,,,FFFFFF,navy Flower,Blue Green,purple China,None,None,4,navy Zaku,purple Cyber,black Tiblack,1,black Twin tail,black Twin tail,black Twin tail,4 Index finger,None,Surprised,None,light blue Signal,None,Pink,Pink,Pink
5272,0.081461882,KMCXRP#5272,,,FFFFFF,None,Red,green Uniform 3,None,None,4,None,None,brown Soft,14,brown Long,brown Long,brown Long,4 Index finger,None,Happy,None,None,None,Light Blue,Light Blue,Light Blue
5273,0.002521919,KMCXRP#5273,,,FFFFFF,None,Light Blue,yellow Shirt,None,None,2,None,pink Cyber,brown Wink,14,brown Twin tail,brown Twin tail,brown Twin tail,2 Piece,light blue Gas mask1,Candy,None,None,None,Yellow,Yellow,Yellow
5274,0.381617983,KMCXRP#5274,,,FFFFFF,None,Red,light blue Uniform 4,None,None,5,purple Steampunk,Green Scouter,brown Drooping,14,brown Bob perm,brown Bob perm,brown Bob perm,5 Ring,None,Sleepy,None,None,None,Red,Red,Red
5275,0.13670774,KMCXRP#5275,,,FFFFFF,None,Orange,navy Uniform 8,None,None,2,None,navy Cyber,orange Boy,53,orange Bob,orange Bob,orange Bob,2 Ring,None,Sleepy,None,None,None,Red,Red,Red
5276,0.481289463,KMCXRP#5276,,,FFFFFF,None,Orange,navy Uniform 4,red Gandamu,red Gandamu,3,green Gandamu,None,orange Drooping,53,orange Bob perm,orange Bob perm,orange Bob perm,3 Palm,blue Gas mask2,Tongue,None,None,None,Pink,Pink,Pink
5277,0.141496205,KMCXRP#5277,,,FFFFFF,None,Orange,light blue China,orange Karasu,orange Karasu,3,None,blue green Karasu,red Keen,66,red Braid,red Braid,red Braid,3 Palm,None,Candy,None,blue Kitsune masuk,None,Purple,Purple,Purple
5278,0.670824157,KMCXRP#5278,,,FFFFFF,None,Blue,blue greenUniform 6,orange Gandamu,orange Gandamu,1,None,None,gray Keen,27,gray Princess,gray Princess,gray Princess,1 Ring,light blue Steampunk,Sleepy,None,None,None,Navy,Navy,Navy
5279,0.211797458,KMCXRP#5279,,,FFFFFF,None,Yellow2,yellow Uniform 6,light blue Gandamu,light blue Gandamu,4,None,light blue Scouter,marron Soft,40,marron Braid,marron Braid,marron Braid,4 Index finger,None,Tired,None,None,None,Green,Green,Green
5280,0.496155286,KMCXRP#5280,,,FFFFFF,None,Pink,blue greenChina,None,None,4,None,None,black Round,1,black Braid,black Braid,black Braid,4 Ring,None,Happy,None,None,None,Pink,Pink,Pink
5281,0.407672075,KMCXRP#5281,,,FFFFFF,None,Blue,light blue Uniform 3,None,None,3,None,red Steampunk,marron Timarron,40,marron Dango,marron Dango,marron Dango,3 Ring,None,Tired,None,blue Kitsune masuk,None,Purple,Purple,Purple
5282,0.201625556,KMCXRP#5282,,,FFFFFF,None,Green,purple Uniform 1,None,None,5,orange Zaku,blue Cyber,gray Drooping,27,gray Short,gray Short,gray Short,5 Ring,Green Zaku,UWU,None,None,None,Red,Red,Red
5283,0.614194711,KMCXRP#5283,,,FFFFFF,None,Orange,purple China,None,None,4,None,None,yellow Cat,79,yellow Shaggy,yellow Shaggy,yellow Shaggy,4 Ring,blue Karasu,Neutral,None,None,None,Green,Green,Green
5284,0.335327856,KMCXRP#5284,,,FFFFFF,None,Purple,blue greenSukajan,yellow Zaku,yellow Zaku,1,None,None,brown Shaped,14,brown Princess,brown Princess,brown Princess,1 Piece,None,Smile,None,purple Kitsune masuk,None,Yellow,Yellow,Yellow
5285,0.452148305,KMCXRP#5285,,,FFFFFF,purple Octopus,Orange,purple OL,None,None,2,None,purple Steampunk,marron Boy,40,marron Long,marron Long,marron Long,2 Grip,blue green Steampunk,Smile,None,None,None,Light Blue,Light Blue,Light Blue
5286,0.910775018,KMCXRP#5286,,,FFFFFF,purple Planet,Yellow,red Kimono,green Headphone2,green Headphone2,4,blue green Jimu,None,marron Boy,40,marron Bob,marron Bob,marron Bob,4 Ring,None,Smile,None,None,None,Red,Red,Red
5287,0.149642133,KMCXRP#5287,,,FFFFFF,yellow Lightsaber,Red,red OL,red Headphone1,red Headphone1,3,light blue Gandamu,blue green AR Glasses,black Serious,1,black Long,black Long,black Long,3 Ring,Green Gandamu,Neutral,None,None,None,Blue,Blue,Blue
5288,0.525215288,KMCXRP#5288,,,FFFFFF,None,Yellow,navy T-shirt,None,None,3,None,orange Cyber,red Boy,66,red Princess,red Princess,red Princess,3 Index finger,navy jimu,Candy,None,navy Hannya mask,Sun blue green,Pink,Pink,Pink
5289,0.718064848,KMCXRP#5289,,,FFFFFF,None,Light Blue,light blue Sukajan,blue green Headphone2,blue green Headphone2,5,orange Steampunk,None,red Round,66,red Long permanent,red Long permanent,red Long permanent,5 Ring,None,Neutral,Tear,green Nou mask,None,Orange,Orange,Orange
5290,0.124189972,KMCXRP#5290,,,FFFFFF,light blue devil's feather,Blue,purple Hooded sweatshirt,None,None,4,light blue Steampunk,None,brown Round,14,brown Twin tail,brown Twin tail,brown Twin tail,4 Grip,None,Happy,None,None,None,Pink,Pink,Pink
5291,0.706817436,KMCXRP#5291,,,FFFFFF,None,Yellow2,red Uniform 1,None,None,2,None,None,orange Keen,53,orange Bob,orange Bob,orange Bob,2 Ring,None,Serious,None,None,None,Navy,Navy,Navy
5292,0.307774091,KMCXRP#5292,,,FFFFFF,None,Blue,navy OL,red Gandamu,red Gandamu,3,blue green Jimu,None,yellow Serious,79,yellow Dango,yellow Dango,yellow Dango,3 Piece,None,Sleepy,None,None,None,Red,Red,Red
5293,0.387873343,KMCXRP#5293,,,FFFFFF,None,Purple,yellow China,None,None,3,None,yellow Gandamu,black Tiblack,1,black Princess,black Princess,black Princess,3 Palm,None,UWU,None,None,None,Purple,Purple,Purple
5294,0.720765813,KMCXRP#5294,,,FFFFFF,None,Orange,blue Jersey,None,None,5,orange Zaku,None,yellow Quiet,79,yellow Bob perm,yellow Bob perm,yellow Bob perm,5 Palm,None,Tired,None,None,None,Blue Green,Blue Green,Blue Green
5295,0.006862272,KMCXRP#5295,,,FFFFFF,None,Pink,blue OL,None,None,2,None,blue Gandamu,gray Shaped,27,gray Long,gray Long,gray Long,2 Index finger,red Karasu,Happy,None,None,None,Yellow,Yellow,Yellow
5296,0.82193145,KMCXRP#5296,,,FFFFFF,navy Planet,Yellow,purple Sukajan,None,None,2,None,blue Scouter,yellow Boy,79,yellow Short,yellow Short,yellow Short,2 Palm,None,Surprised,None,None,None,Blue Green,Blue Green,Blue Green
5297,0.061169122,KMCXRP#5297,,,FFFFFF,None,Red,navy Uniform 4,None,None,2,None,purple Karasu,black Quiet,1,black Long permanent,black Long permanent,black Long permanent,2 Grip,yellow Gas mask2,Serious,None,None,None,Red,Red,Red
5298,0.24193721,KMCXRP#5298,,,FFFFFF,None,Pink,yellow Hooded sweatshirt,None,None,4,None,None,red Keen,66,red Dango,red Dango,red Dango,4 Ring,None,Surprised,None,None,None,Yellow,Yellow,Yellow
5299,0.772207958,KMCXRP#5299,,,FFFFFF,None,Orange,yellow Uniform 7,None,None,2,None,None,orange Tiorange,53,orange Long,orange Long,orange Long,2 Ring,None,Smile,None,None,None,Red,Red,Red
5300,0.712094367,KMCXRP#5300,,,FFFFFF,light blue Controller,Red,orange Jersey,None,None,1,green Gandamu,None,marron Soft,40,marron Twin tail,marron Twin tail,marron Twin tail,1 Palm,yellow Gas mask2,Happy,None,None,None,Green,Green,Green
5301,0.618925498,KMCXRP#5301,,,FFFFFF,None,Yellow,green China,blue Headphone2,blue Headphone2,3,red Zaku,pink Steampunk,gray Wink,27,gray Shaggy,gray Shaggy,gray Shaggy,3 Grip,blue Zaku,Neutral,None,None,None,Green,Green,Green
5302,0.763424727,KMCXRP#5302,,,FFFFFF,None,Pink,pink Shirt,pink Karasu,pink Karasu,2,green Gandamu,navy Steampunk,brown Soft,14,brown Twin tail,brown Twin tail,brown Twin tail,2 Palm,None,Neutral,None,None,Sun purple,Blue Green,Blue Green,Blue Green
5303,0.118684215,KMCXRP#5303,,,FFFFFF,None,Blue Green,green Uniform 4,None,None,1,None,None,black Quiet,1,black Shaggy,black Shaggy,black Shaggy,1 Grip,None,Tired,None,None,None,Navy,Navy,Navy
5304,0.78535815,KMCXRP#5304,,,FFFFFF,yellow Planet,Purple,green Uniform 2,None,None,3,purple Steampunk,orange Scouter,brown Keen,14,brown Braid,brown Braid,brown Braid,3 Palm,navy Zaku,Candy,None,None,None,Navy,Navy,Navy
5305,0.871572872,KMCXRP#5305,,,FFFFFF,None,Light Blue,yellow Uniform 7,None,None,1,None,None,black Rounded,1,black Dango,black Dango,black Dango,1 Palm,orange Gas mask1,Tongue,None,None,None,Blue,Blue,Blue
5306,0.713767377,KMCXRP#5306,,,FFFFFF,None,Purple,blue greenTank top,purple jimu,purple jimu,2,blue Zaku,None,brown Round,14,brown Short,brown Short,brown Short,2 Piece,None,Tongue,None,red Hannya mask,None,Orange,Orange,Orange
5307,0.132122937,KMCXRP#5307,,,FFFFFF,None,Red,blue Sukajan,navy Gandamu,navy Gandamu,4,None,blue Scouter,yellow Soft,79,yellow Princess,yellow Princess,yellow Princess,4 Grip,None,Tired,None,None,None,Purple,Purple,Purple
5308,0.34781575,KMCXRP#5308,,,FFFFFF,None,Green,blue Hooded sweatshirt,blue green Steampunk,blue green Steampunk,4,None,light blue Gandamu,gray Soft,27,gray Princess,gray Princess,gray Princess,4 Piece,None,Tongue,None,None,None,Orange,Orange,Orange
5309,0.011217059,KMCXRP#5309,,,FFFFFF,None,Yellow,green Kimono,None,None,2,None,None,gray Boy,27,gray Shaggy,gray Shaggy,gray Shaggy,2 Piece,None,UWU,Tattoo,None,None,Green,Green,Green
5310,0.723655785,KMCXRP#5310,,,FFFFFF,None,Yellow,purple Uniform 2,None,None,1,blue green Gandamu,purple Steampunk,yellow Drooping,79,yellow Long permanent,yellow Long permanent,yellow Long permanent,1 Index finger,red Steampunk,UWU,None,None,None,Orange,Orange,Orange
5311,0.529145508,KMCXRP#5311,,,FFFFFF,None,Orange,purple Uniform 9,None,None,5,navy Zaku,None,gray Cat,27,gray Princess,gray Princess,gray Princess,5 Grip,None,Happy,None,None,None,Blue,Blue,Blue
5312,0.89040901,KMCXRP#5312,,,FFFFFF,None,Yellow2,pink Uniform 3,navy Zaku,navy Zaku,5,yellow Zaku,purple Eye pad,gray Round,27,gray Long,gray Long,gray Long,5 Index finger,None,Tired,None,None,None,Navy,Navy,Navy
5313,0.592392562,KMCXRP#5313,,,FFFFFF,None,Green,navy China,None,None,1,None,None,gray Shaped,27,gray Twin tail,gray Twin tail,gray Twin tail,1 Grip,blue Zaku,Candy,None,None,None,Purple,Purple,Purple
5314,0.020745456,KMCXRP#5314,,,FFFFFF,light blue Lightsaber,Purple,pink Jersey,green Headphone2,green Headphone2,2,None,None,gray Boy,27,gray Twin tail,gray Twin tail,gray Twin tail,2 Piece,yellow Gandamu,Neutral,None,None,None,Orange,Orange,Orange
5315,0.021549091,KMCXRP#5315,,,FFFFFF,pink devil's feather,Green,yellow Uniform 7,blue green Karasu,blue green Karasu,2,light blue Gandamu,None,black Cat,1,black Bob,black Bob,black Bob,2 Ring,pink Steampunk,Tongue,None,None,None,Blue,Blue,Blue
5316,0.866051185,KMCXRP#5316,,,FFFFFF,None,Blue Green,pink Sukajan,None,None,4,orange Zaku,None,yellow Quiet,79,yellow Shaggy,yellow Shaggy,yellow Shaggy,4 Grip,None,Candy,None,None,None,Pink,Pink,Pink
5317,0.751097914,KMCXRP#5317,,,FFFFFF,None,Light Blue,orange Uniform 1,None,None,1,None,red Karasu,gray Eyelashes,27,gray Bob,gray Bob,gray Bob,1 Ring,None,Neutral,None,None,None,Blue Green,Blue Green,Blue Green
5318,0.846542525,KMCXRP#5318,,,FFFFFF,None,Blue Green,blue Shirt,blue Steampunk,blue Steampunk,1,yellow Jimu,None,brown Rounded,14,brown Long,brown Long,brown Long,1 Ring,None,Candy,None,None,None,Blue,Blue,Blue
5319,0.504683949,KMCXRP#5319,,,FFFFFF,None,Blue,orange Uniform 7,yellow Gandamu,yellow Gandamu,2,None,purple Eye pad,red Soft,66,red Bob,red Bob,red Bob,2 Ring,None,Sleepy,None,None,None,Blue Green,Blue Green,Blue Green
5320,0.402289596,KMCXRP#5320,,,FFFFFF,None,Yellow2,orange Uniform 2,light blue Steampunk,light blue Steampunk,4,None,None,orange Quiet,53,orange Long,orange Long,orange Long,4 Grip,light blue Normal,Candy,None,None,Sun lite blue,Orange,Orange,Orange
5321,0.638462249,KMCXRP#5321,,,FFFFFF,purple Lightsaber,Red,blue Uniform 3,blue green Zaku,blue green Zaku,1,red Steampunk,None,yellow Drooping,79,yellow Princess,yellow Princess,yellow Princess,1 Grip,None,Surprised,None,None,None,Blue,Blue,Blue
5322,0.865119625,KMCXRP#5322,,,FFFFFF,None,Purple,blue greenUniform 7,None,None,2,None,light blue Gandamu,red Drooping,66,red Shaggy,red Shaggy,red Shaggy,2 Piece,None,Sleepy,None,None,None,Blue Green,Blue Green,Blue Green
5323,0.472439671,KMCXRP#5323,,,FFFFFF,None,Blue,yellow Uniform 3,None,None,2,light blue Steampunk,None,black Cat,1,black Bob,black Bob,black Bob,2 Grip,None,UWU,None,None,None,Pink,Pink,Pink
5324,0.927566444,KMCXRP#5324,,,FFFFFF,None,Red,yellow Hooded sweatshirt,orange Karasu,orange Karasu,5,None,light blue Eye pad,black Wink,1,black Short,black Short,black Short,5 Piece,None,Sleepy,None,None,None,Blue Green,Blue Green,Blue Green
5325,0.593243264,KMCXRP#5325,,,FFFFFF,None,Purple,green Uniform 3,pink Headphone1,pink Headphone1,4,red Jimu,None,yellow Rounded,79,yellow Dango,yellow Dango,yellow Dango,4 Index finger,blue Gas mask1,Surprised,Tear,None,None,Light Blue,Light Blue,Light Blue
5326,0.557832544,KMCXRP#5326,,,FFFFFF,None,Orange,red Shirt,purple jimu,purple jimu,1,None,None,yellow Tiyellow,79,yellow Braid,yellow Braid,yellow Braid,1 Ring,None,Tired,None,None,Sun yellow,Yellow,Yellow,Yellow
5327,0.124935919,KMCXRP#5327,,,FFFFFF,None,Blue Green,purple Hooded sweatshirt,None,None,3,purple Steampunk,pink Steampunk,yellow Cat,79,yellow Bob,yellow Bob,yellow Bob,3 Index finger,None,Candy,Tattoo,None,None,Red,Red,Red
5328,0.854174658,KMCXRP#5328,,,FFFFFF,red Fish,Green,blue Shirt,None,None,3,None,None,yellow Wink,79,yellow Long,yellow Long,yellow Long,3 Grip,navy Gas mask2,Happy,None,None,None,Green,Green,Green
5329,0.406458802,KMCXRP#5329,,,FFFFFF,None,Light Blue,red Hooded sweatshirt,blue green Zaku,blue green Zaku,2,None,None,brown Drooping,14,brown Princess,brown Princess,brown Princess,2 Palm,light blue Normal,Smile,None,None,None,Red,Red,Red
5330,0.153873289,KMCXRP#5330,,,FFFFFF,None,Blue,red OL,green jimu,green jimu,4,blue green Zaku,None,brown Quiet,14,brown Twin tail,brown Twin tail,brown Twin tail,4 Piece,blue jimu,Serious,None,None,None,Yellow,Yellow,Yellow
5331,0.479738669,KMCXRP#5331,,,FFFFFF,None,Pink,blue greenTank top,purple Steampunk,purple Steampunk,3,None,None,orange Boy,53,orange Twin tail,orange Twin tail,orange Twin tail,3 Ring,None,Neutral,None,None,None,Blue Green,Blue Green,Blue Green
5332,0.657294508,KMCXRP#5332,,,FFFFFF,navy Flower,Yellow2,blue Kimono,navy Zaku,navy Zaku,4,None,None,brown Eyelashes,14,brown Braid,brown Braid,brown Braid,4 Grip,None,UWU,Tattoo,None,None,Blue Green,Blue Green,Blue Green
5333,0.141805422,KMCXRP#5333,,,FFFFFF,None,Orange,orange Uniform 6,None,None,5,pink Zaku,orange Karasu,red Keen,66,red Shaggy,red Shaggy,red Shaggy,5 Grip,None,UWU,None,None,Sun pink,Blue,Blue,Blue
5334,0.73340852,KMCXRP#5334,,,FFFFFF,None,Pink,pink Uniform 9,None,None,1,None,pink Round glasses,red Quiet,66,red Long,red Long,red Long,1 Grip,None,Candy,None,None,None,Navy,Navy,Navy
5335,0.423400453,KMCXRP#5335,,,FFFFFF,None,Light Blue,blue greenChina,None,None,3,None,purple Cyber,yellow Boy,79,yellow Short,yellow Short,yellow Short,3 Palm,None,Happy,None,None,None,Yellow,Yellow,Yellow
5336,0.917036499,KMCXRP#5336,,,FFFFFF,None,Pink,yellow Sukajan,light blue Headphone1,light blue Headphone1,4,None,purple Steampunk,red Rounded,66,red Bob,red Bob,red Bob,4 Index finger,None,Tongue,None,None,None,Orange,Orange,Orange
5337,0.367119279,KMCXRP#5337,,,FFFFFF,None,Green,green Uniform 8,pink Headphone2,pink Headphone2,3,red Jimu,blue green Zaku,red Round,66,red Braid,red Braid,red Braid,3 Grip,None,Tired,Tattoo,None,None,Blue Green,Blue Green,Blue Green
5338,0.758216867,KMCXRP#5338,,,FFFFFF,None,Light Blue,red Shirt,orange Headphone2,orange Headphone2,4,None,light blue Zaku,orange Round,53,orange Bob perm,orange Bob perm,orange Bob perm,4 Ring,None,Tongue,None,None,None,Light Blue,Light Blue,Light Blue
5339,0.047348959,KMCXRP#5339,,,FFFFFF,None,Green,orange Sukajan,None,None,3,orange Gandamu,None,orange Serious,53,orange Long,orange Long,orange Long,3 Piece,blue green Gas mask2,Surprised,None,None,Sun green,Pink,Pink,Pink
5340,0.149204145,KMCXRP#5340,,,FFFFFF,None,Light Blue,pink T-shirt,purple Gandamu,purple Gandamu,1,None,None,red Boy,66,red Bob perm,red Bob perm,red Bob perm,1 Piece,light blue Zaku,Sleepy,None,Signal,None,Blue,Blue,Blue
5341,0.324985866,KMCXRP#5341,,,FFFFFF,None,Pink,yellow Uniform 2,pink Gandamu,pink Gandamu,1,green Gandamu,None,orange Shaped,53,orange Braid,orange Braid,orange Braid,1 Palm,None,Serious,None,None,None,Pink,Pink,Pink
5342,0.434152467,KMCXRP#5342,,,FFFFFF,None,Blue Green,green Jersey,red jimu,red jimu,5,None,None,black Serious,1,black Bob,black Bob,black Bob,5 Index finger,None,UWU,None,None,None,Purple,Purple,Purple
5343,0.800625378,KMCXRP#5343,,,FFFFFF,None,Yellow2,blue China,None,None,5,orange Zaku,pink Eye pad,black Eyelashes,1,black Bob perm,black Bob perm,black Bob perm,5 Grip,None,Candy,Tear,None,Sun navy,Green,Green,Green
5344,0.540530262,KMCXRP#5344,,,FFFFFF,None,Blue Green,pink China,pink jimu,pink jimu,3,None,None,red Boy,66,red Short,red Short,red Short,3 Grip,None,Candy,None,None,None,Light Blue,Light Blue,Light Blue
5345,0.524706944,KMCXRP#5345,,,FFFFFF,None,Yellow2,purple Uniform 1,None,None,3,None,None,brown Serious,14,brown Twin tail,brown Twin tail,brown Twin tail,3 Ring,None,Tongue,None,None,Sun purple,Yellow,Yellow,Yellow
5346,0.99042606,KMCXRP#5346,,,FFFFFF,purple Fish,Blue,orange Hooded sweatshirt,None,None,5,blue green Steampunk,None,black Serious,1,black Bob,black Bob,black Bob,5 Index finger,None,Serious,None,None,None,Green,Green,Green
5347,0.961700365,KMCXRP#5347,,,FFFFFF,None,Green,navy Uniform 5,yellow Gandamu,yellow Gandamu,3,None,None,gray Tigray,27,gray Twin tail,gray Twin tail,gray Twin tail,3 Palm,None,Happy,Tattoo,None,None,Blue,Blue,Blue
5348,0.025428622,KMCXRP#5348,,,FFFFFF,None,Yellow,light blue T-shirt,light blue Gandamu,light blue Gandamu,2,None,None,black Quiet,1,black Princess,black Princess,black Princess,2 Grip,purple Zaku,UWU,None,None,None,Yellow,Yellow,Yellow
5349,0.473184268,KMCXRP#5349,,,FFFFFF,blue green Planet,Light Blue,orange Sukajan,None,None,5,red Gandamu,blue Round glasses,red Round,66,red Short,red Short,red Short,5 Palm,yellow Gandamu,Happy,None,None,None,Blue,Blue,Blue
5350,0.172609359,KMCXRP#5350,,,FFFFFF,None,Green,red OL,None,None,3,None,None,brown Shaped,14,brown Long,brown Long,brown Long,3 Piece,None,Candy,None,None,Sun orange,Blue,Blue,Blue
5351,0.68257155,KMCXRP#5351,,,FFFFFF,None,Orange,purple OL,blue Karasu,blue Karasu,1,navy Steampunk,None,yellow Keen,79,yellow Long,yellow Long,yellow Long,1 Ring,None,Sleepy,None,None,None,Pink,Pink,Pink
5352,0.493842631,KMCXRP#5352,,,FFFFFF,None,Green,green Overall,None,None,1,None,None,orange Serious,53,orange Bob perm,orange Bob perm,orange Bob perm,1 Grip,pink Steampunk,Sleepy,None,blue green Beam,None,Blue Green,Blue Green,Blue Green
5353,0.778882003,KMCXRP#5353,,,FFFFFF,None,Orange,purple Uniform 2,None,None,4,yellow Zaku,None,black Drooping,1,black Bob perm,black Bob perm,black Bob perm,4 Piece,None,Tired,None,None,None,Red,Red,Red
5354,0.989432268,KMCXRP#5354,,,FFFFFF,None,Blue,red Uniform 10,None,None,3,None,None,yellow Soft,79,yellow Long,yellow Long,yellow Long,3 Index finger,orange Zaku,Sleepy,None,None,None,Purple,Purple,Purple
5355,0.3905742,KMCXRP#5355,,,FFFFFF,orange Octopus,Blue,navy Uniform 10,None,None,2,navy Steampunk,red Gandamu,orange Rounded,53,orange Bob perm,orange Bob perm,orange Bob perm,2 Piece,None,Candy,None,None,None,Orange,Orange,Orange
5356,0.303561005,KMCXRP#5356,,,FFFFFF,navy Gun,Red,light blue Uniform 10,None,None,3,None,None,black Boy,1,black Long permanent,black Long permanent,black Long permanent,3 Palm,None,Surprised,Tear,None,None,Purple,Purple,Purple
5357,0.660880052,KMCXRP#5357,,,FFFFFF,red Flower,Yellow,light blue Tank top,None,None,5,None,None,orange Wink,53,orange Dango,orange Dango,orange Dango,5 Grip,None,Smile,None,None,None,Blue,Blue,Blue
5358,0.027856203,KMCXRP#5358,,,FFFFFF,navy Octopus,Purple,purple Uniform 8,None,None,5,None,purple Scouter,black Keen,1,black Princess,black Princess,black Princess,5 Piece,None,Candy,None,None,None,Navy,Navy,Navy
5359,0.646811652,KMCXRP#5359,,,FFFFFF,None,Orange,orange T-shirt,red Headphone2,red Headphone2,3,light blue Gandamu,None,red Cat,66,red Long permanent,red Long permanent,red Long permanent,3 Piece,None,Surprised,None,None,None,Blue Green,Blue Green,Blue Green
5360,0.685410274,KMCXRP#5360,,,FFFFFF,None,Yellow2,pink Uniform 6,None,None,5,None,None,black Boy,1,black Long,black Long,black Long,5 Piece,None,UWU,Tattoo,None,None,Navy,Navy,Navy
5361,0.974133473,KMCXRP#5361,,,FFFFFF,None,Green,purple China,green Karasu,green Karasu,4,None,None,red Eyelashes,66,red Short,red Short,red Short,4 Grip,None,Happy,None,None,None,Yellow,Yellow,Yellow
5362,0.456571928,KMCXRP#5362,,,FFFFFF,None,Blue,purple Kimono,green Gandamu,green Gandamu,4,light blue Zaku,None,brown Wink,14,brown Princess,brown Princess,brown Princess,4 Palm,None,Sleepy,None,yellow Beam,None,Yellow,Yellow,Yellow
5363,0.654840377,KMCXRP#5363,,,FFFFFF,pink Controller,Light Blue,blue China,pink jimu,pink jimu,4,None,purple Karasu,marron Shaped,40,marron Bob,marron Bob,marron Bob,4 Index finger,light blue Gas mask3,Sleepy,None,None,None,Pink,Pink,Pink
